0.33951,0.23457,0.41358,0.57407,0.16667,0.33951,0.33951,0.33951,0.33951,0.33951,0.46296,0.46296,0.46296,0.46296,0.46296,0.46296
0.14198,0.15432,0.17901,0.51852,0.74691,0.14198,0.14198,0.14198,0.14198,0.14198,0.11728,0.11728,0.11728,0.11728,0.11728,0.11728
0.14815,0.35185,0.33333,0.5,0.66667,0.14815,0.14815,0.14815,0.14815,0.14815,0.19136,0.19136,0.19136,0.19136,0.19136,0.19136
0.25309,0.48148,0.5,0.33333,0.7037,0.25309,0.25309,0.25309,0.25309,0.25309,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333
0.10494,0.53086,0.64198,0.24691,0.46296,0.10494,0.10494,0.10494,0.10494,0.10494,0.41358,0.41358,0.41358,0.41358,0.41358,0.41358
0.29012,0.74691,0.76543,0.38889,0.67284,0.29012,0.29012,0.29012,0.29012,0.29012,0.73457,0.73457,0.73457,0.73457,0.73457,0.73457
0.44444,0.37037,0.7716,0.5,1,0.44444,0.44444,0.44444,0.44444,0.44444,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333
0.38889,0.27778,0.5,0.51852,0.66049,0.38889,0.38889,0.38889,0.38889,0.38889,0.48765,0.48765,0.48765,0.48765,0.48765,0.48765
0.25926,0.04321,0.2716,0.33333,1,0.25926,0.25926,0.25926,0.25926,0.25926,0.30864,0.30864,0.30864,0.30864,0.30864,0.30864
0.2037,0.40741,0.43827,0.51852,0.35802,0.2037,0.2037,0.2037,0.2037,0.2037,0.42593,0.42593,0.42593,0.42593,0.42593,0.42593
