0.80864,0.34568,0.2963,0.7963,0.16667,0.80864,0.80864,0.80864,0.80864,0.80864,0.7963,0.7963,0.7963,0.7963,0.7963,0.7963
0.7284,0.55556,0.5679,0.67901,0.28395,0.7284,0.7284,0.7284,0.7284,0.7284,0.80864,0.80864,0.80864,0.80864,0.80864,0.80864
0.69136,0.41358,0.42593,0.68519,0.33951,0.69136,0.69136,0.69136,0.69136,0.69136,0.76543,0.76543,0.76543,0.76543,0.76543,0.76543
0.66667,0.16049,0.092593,0.69136,0.12963,0.66667,0.66667,0.66667,0.66667,0.66667,0.69136,0.69136,0.69136,0.69136,0.69136,0.69136
0.90123,0.41358,0.51235,0.85185,0.41975,0.90123,0.90123,0.90123,0.90123,0.90123,0.95679,0.95679,0.95679,0.95679,0.95679,0.95679
0.70988,0.6358,0.58025,0.67901,0.38889,0.70988,0.70988,0.70988,0.70988,0.70988,0.7284,0.7284,0.7284,0.7284,0.7284,0.7284
0.55556,0.33333,0.32716,0.59259,0.2284,0.55556,0.55556,0.55556,0.55556,0.55556,0.7284,0.7284,0.7284,0.7284,0.7284,0.7284
0.66667,0.48148,0.50617,0.66667,0.37037,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667
0.34568,0.12346,0.0061728,0.38272,0.049383,0.34568,0.34568,0.34568,0.34568,0.34568,0.35802,0.35802,0.35802,0.35802,0.35802,0.35802
0.7284,0.35185,0.53086,0.72222,0.19136,0.7284,0.7284,0.7284,0.7284,0.7284,0.74691,0.74691,0.74691,0.74691,0.74691,0.74691
